,id,songName,albumName,albumID,artist,genre,explicit,releaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumental,liveness,valence,tempo,duration_ms,time_signature
0,4RGWHfQeJftd5XrP8JUgFj,Metamodernity,Metamodernity,1lgZZELIZZwafQJDycr47q,Vansire,"['bedroom pop', 'rochester mn indie']",False,2019-06-11,0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,162663,4
