,id,songName,albumName,albumID,explicit,releaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumental,liveness,valence,tempo,duration_ms,time_signature
1782,4v0CuFW0bEMBQ1gRn2mB3X,Sit Next to Me - Stereotypes Remix,Sit Next to Me (Stereotypes Remix),0SBjLqgv3wzOb5LtvYz0zf,False,2018-02-23,0.68,0.738,6,-4.881,0,0.0331,0.173,0.00036,0.37,0.675,105.015,190720,4
1783,5JX6gZ5mOASumPrU1JbfbV,Pristine,Lush,2ZlrWJ4Ev4DhG6mRo5h1AP,False,2018-06-08,0.483,0.688,0,-5.508,1,0.0316,0.00435,0.00101,0.102,0.292,126.241,295333,4
1784,16nIdWPjwoNTkADzm6nwBb,I Can't Stand It,Cool Like You (Deluxe),0yO5Mwu2oDdGbeRFpAaBGa,False,2018-04-27,0.557,0.836,9,-5.479,1,0.0735,0.00778,0.0,0.0624,0.915,150.028,177656,4
1785,7mjOxXnZYbGtgjyX0hqaLs,Losing You,Soy Pablo,1lESM5Y1VAvrCLEgLmyfOw,False,2018-10-05,0.597,0.771,5,-10.717,1,0.0393,0.0112,4.8e-06,0.0987,0.811,104.009,186681,4
1786,5dmPNuHmRRJuHmJTDa7NuJ,Bambi,Bambi,6tGEWfRhonWuuQikgOnYhN,True,2018-09-28,0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78e-05,0.116,0.31,90.002,194400,4
1787,6VCeywT4JeawuZOUkQ1okx,Pussy Is God,Pussy Is God,4UzCY6ikiEN4rgY26I4jg0,True,2018-11-02,0.739,0.621,11,-6.929,0,0.238,0.049,0.00369,0.0718,0.462,85.969,205533,4
1788,4CFJuKGq5CiGF95M2Jrw3S,Cool Again,Lenses,1RTm973fIk4zlqW69bqXOU,False,2018-11-16,0.803,0.449,11,-6.861,1,0.0745,0.443,3.32e-05,0.127,0.655,90.077,191935,4
1789,1etiUDkISHELzQGMY79ryt,Quarter Past Midnight,Quarter Past Midnight,70p5NvBOkvaxU1UeIxhE1Z,False,2018-05-09,0.504,0.821,8,-3.356,1,0.0598,0.275,0.0,0.0418,0.458,155.131,201799,4
1790,2qWuegI1pmesQPRvzgnokk,Rose Petals,Hundred Acres,4H1xbaXxVDmHnFQ5ifzyM4,False,2018-02-23,0.561,0.28,10,-11.956,1,0.0303,0.888,0.00324,0.0812,0.166,127.965,213667,4
1791,76XDNJIQpP9WGO5XASGBww,Drunk In LA,7,1zN85Ep8w2JORfCe0RHLDP,False,2018-05-11,0.426,0.724,0,-6.847,0,0.0257,0.266,0.8,0.183,0.208,105.882,239307,4
1792,5VJJE6CH2Re3GCcOuubmIB,Forever,Love Is Dead,4ePbJdHu99l50AwUnG1baG,False,2018-05-25,0.437,0.751,2,-5.28,0,0.0379,0.000531,0.0,0.27,0.339,151.952,224459,4
1793,3uJsg8xIH7OpWHxuJaMLJX,Ride or Die (feat. Foster the People),Ride or Die (feat. Foster the People),4NSPREWQ2t8VdRGqK45UkD,False,2018-03-09,0.648,0.75,0,-3.248,1,0.0335,0.0609,4.41e-06,0.104,0.556,105.03,242035,4
1794,32T61xmNSIXhGkEszzs0t8,Better,Better (SG Lewis x Clairo),2lZmVu1fNVLtqPyhRiDdsd,False,2018-07-06,0.699,0.583,6,-9.731,0,0.0357,0.05,0.00029,0.091,0.484,109.001,193762,4
1795,7sI80PK0P3tDCvULKszqzL,Set to Attack,Francis Trouble,3SwIjv6JSHkY14XUbOAtkp,False,2018-03-09,0.765,0.806,0,-4.464,0,0.0276,0.0453,0.0129,0.0914,0.964,116.017,208213,4
1796,7B0uWqVjMySfDKhtZghBkO,Heat Wave,Lush,2ZlrWJ4Ev4DhG6mRo5h1AP,False,2018-06-08,0.503,0.681,9,-5.701,1,0.0332,0.000214,0.00159,0.147,0.191,123.891,308347,4
1797,0Pa1cE18FyJqPNQZSeCl0c,Cheetah Tongue,Beautiful People Will Ruin Your Life,6APrFw7uAsqi0vXaQTtSYi,False,2018-02-09,0.532,0.966,2,-3.061,1,0.0631,0.0421,0.000466,0.132,0.596,94.996,219482,4
1798,2mvEB4KV6L54cfMe9bkzsw,Vowels,Solarize,0i38zdK4NoZLJmKPkzf1WB,False,2018-08-10,0.665,0.645,9,-6.439,0,0.0319,0.00209,2.6e-05,0.126,0.657,110.976,184760,4
1799,0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,ARDIPITHECUS,0wfne2JijoxJm0qzJd3V5h,False,2015-01-11,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,4
1800,3EaJDYHA0KnX88JvDhL9oa,Dark Red,Dark Red,7vrsFZNVhrriKh0SZKJW41,False,2017-02-20,0.603,0.784,6,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,173104,4
1801,7B3z0ySL9Rr0XvZEAjWZzM,Sofia,Immunity,4kkVGtCqE2NiAKosri9Rnd,False,2019-08-02,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387,4
1802,0uI7yAKUf52Cn7y3sYyjiX,3 Nights,"Don't Forget About Me, Demos",05jbNkYoEQdjVDHEHtg1gY,False,2018-10-16,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
1803,75IQVo8hqI1iwVZyvkN2VT,Show Me How,Show Me How,7mUYDBqNiddmKxuKrnBEKQ,False,2018-02-28,0.791,0.271,5,-11.959,1,0.0431,0.672,0.543,0.102,0.564,166.002,215111,4
1804,3NRql0A1Ef4RCvT473iqgD,Hell N Back,Hell N Back,3aEdbaJGWXbBxn79DgjamF,True,2019-08-15,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573,4
1805,4vHNeBWDQpVCmGbaccrRzi,Goodie Bag,Goodie Bag,0y8sikccXZ3TIW4PkjtI8R,True,2017-11-05,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4
1806,4S4QJfBGGrC8jRIjJHf1Ka,Pain,to hell with it,65YAjLCn7Jp33nJpOxIPMe,False,2021-10-15,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,98544,4
1807,7h2nmmoWDi2UpfYKLKWLYB,Sunflower,Sunflower,3qJTNgjVc6EM3yJnjFAALE,True,2017-03-22,0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933,252231,4
1808,0j3mqDTK4Z6lvrLzFCUUz6,Good Looking,Good Looking,78rO0EfpVs1RPfpxzF6kUz,False,2022-08-18,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079,214800,3
1809,69BSm4vFLLo4L8nUulybMc,at least i'm pretty,at least i'm pretty,3HA6ZaA6AZt86W0hIWFetL,False,2021-04-19,0.86,0.422,1,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,106800,4
1810,5B6Kjha6RRIMWGN7zGsAaT,So Hot You're Hurting My Feelings,Pang,4ClyeVlAKJJViIyfVW0yQD,False,2019-10-18,0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,183861,4
1811,3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,Shut up My Moms Calling,4qVzNqB4cskFInYfrC7P0S,False,2020-02-10,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,164571,4
1812,1gk3FhAV07q9Jg77UxnVjX,Gooey,ZABA,14IOe7ahxQPTwUYUQX3IFi,False,2014-06-03,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,289307,4
1813,0NuWgxEp51CutD2pJoF4OM,blind,our little angel - EP,6RIPoDTAV7hnyBAM5xrKVV,False,2020-10-21,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,153293,4
1814,71BWZa1liIRyUiuJ3MB66o,I Know You,Faye Webster,0pEHMpnX1jA44pzhW3n0JB,False,2017-05-12,0.454,0.385,10,-12.849,1,0.0313,0.287,9.97e-05,0.0616,0.144,154.918,251667,4
1815,4CYeId6mLAasOb6o0NCz4Y,Lo Que Siento,Lo Que Siento,69FOLmptEcKSeN1f60UFDC,False,2017-05-25,0.327,0.684,10,-5.576,1,0.177,0.506,0.0,0.427,0.425,86.89,312000,5
1816,0Psz3az3RIYfJpnsajBT8N,Nanã,Caravelle,0SuFqlCe5i30Fr75ZlPQVT,False,2017-05-19,0.685,0.735,4,-6.337,0,0.0334,0.191,0.038,0.188,0.385,94.035,190827,3
1817,1sx0XsWUusUoPstbvokZjP,AOK,TV,6E8lxwX7KMAO9nCx4A5tAR,True,2021-05-20,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
1818,7888F1QWPTn4cPbuknNV4T,HIT EM WHERE IT HURTS,HIT EM WHERE IT HURTS,2w4bxNOt8ZLIBaKH2oi6ij,False,2020-09-18,0.779,0.721,6,-6.371,1,0.214,0.122,0.00252,0.0765,0.822,178.046,165499,4
1819,5kJ4BWZ9Y1qFIwwTbMIxYX,The Difference,The Difference,4iwKDIUE0hLZcdadHE87kl,False,2020-03-11,0.56,0.865,1,-1.148,1,0.0907,0.258,0.000162,0.083,0.424,159.963,139663,4
1820,27sBcXtgTBSJRdUxei1a7J,Sexy Villain,Juno,7tJ8Wtej161vR0uCbGDiDR,True,2021-10-15,0.766,0.539,7,-4.927,1,0.0479,0.402,0.0,0.104,0.888,120.175,188501,4
1821,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Put Your Records On,6K7559pAYrNCJwsv1uIIK7,False,2020-04-24,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,4
1822,2MvvoeRt8NcOXWESkxWn3g,Ribs,Pure Heroine,0rmhjUgoVa17LZuS8xWQ3v,False,2013-09-27,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4
1823,0R3TWpoxAhT3HDXM7tpRzS,Ghostride,Jinx,6DxidEI7EhF8md8ev83iNY,False,2019-06-14,0.665,0.351,2,-9.424,1,0.0276,0.516,0.819,0.109,0.451,87.057,126120,4
1824,5ECxiK4Vigo1yRRmAoZc1f,Silk Chiffon,MUNA,4ndTvTrNwgUfRw4g1R2B4l,False,2022-06-24,0.622,0.739,8,-6.219,1,0.0441,0.0156,0.0,0.111,0.435,97.017,206587,4
1825,6DwiGVCgXGREeCyJZtX7S1,Cold War,Blood Type,1xpNb3oOnWsZJYQyomLe4Z,True,2018-02-21,0.654,0.47,1,-10.383,0,0.0586,0.274,0.249,0.103,0.462,77.083,202597,4
1826,3vjs2MDHoF9xhylNg6Y9un,Chateau (Feel Alright),Twenty Twenty,3kxxxUQ9HFVUSg2pDLYoZ0,False,2019-09-13,0.641,0.365,7,-11.765,1,0.027,0.434,8.49e-06,0.297,0.343,134.874,272157,4
1827,3WD2cic9S2VrGIb6h114MM,Mariposa,Mariposa,03lwJBajNLNBIq4jrWo1YK,False,2019-08-28,0.69,0.528,9,-6.1,1,0.027,0.647,0.0,0.428,0.427,112.001,210000,4
1828,0tMMPZEt6Gyrl9FI8zSicm,Glue Song (feat. Clairo),Glue Song (feat. Clairo),6iyBE8qGDt42MyBvtPNuMk,False,2023-04-17,0.621,0.393,1,-9.553,1,0.0275,0.778,0.00703,0.104,0.53,113.925,135067,3
1829,3DXHaJzqRCgv3rd5U9EoXU,So Good at Being in Trouble,II (10 Year Anniversary Edition),1boMSpoKkFe901QZaU7Gb3,False,2023-03-16,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,230147,4
1830,4xqrdfXkTW4T0RauPLv3WA,Heather,Kid Krow,2CMlkzFI2oDAy5MbyV7OV5,False,2020-03-20,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3
1831,3GahMRXI3rL2JVeSLZBRnF,Warned You,Shawcross,3KpFXHl7zzp0Cjvww3AUFs,False,2014-11-14,0.535,0.209,6,-16.402,1,0.0257,0.668,0.14,0.129,0.515,137.889,136033,4
1832,0U3u0HdRQjD8mAMYBak4Ok,Saw You In A Dream,Saw You In A Dream,1x8SKoPwUTpOfc0w5gBPsk,False,2017-06-30,0.607,0.451,4,-8.206,1,0.0286,0.0604,0.0,0.19,0.676,94.054,208280,4
1833,1RJl5cZ8kFpoVFOS2x6scI,Take Me Where Your Heart Is,The Shave Experiment (Director's Cut),6Q3iHNU0fOwOxoCvyteue0,False,2021-06-04,0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0977,0.419,89.981,192897,4
1834,1TgCchWmdmmhGrtsa8NHwY,touch tank,flounder,3AmWQhIXHawKYgthdEJSLJ,True,2023-02-24,0.673,0.497,4,-6.54,1,0.0417,0.358,8.52e-06,0.433,0.476,101.905,179120,4
1835,16gJmoOqRt2lKmlXtDpWgH,Cariño,"Superclean, Vol. II",1Iu5sceGmML4CeQ2f5Q6aO,False,2018-09-28,0.646,0.47,0,-10.697,0,0.0284,0.4,0.0348,0.11,0.651,113.995,258714,4
1836,3jHdKaLCkuNEkWcLVmQPCX,BEST INTEREST,BEST INTEREST,5iUwaD3wFVwfaAfs9Z0eCh,True,2020-01-25,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
1837,5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Bad Habit,69JpAhN3XgLkOsJ7MCtW4V,True,2022-06-29,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115,4
1838,4FF0tP9mkoiFKLiXFeXm0q,Cotton Candy,Cotton Candy,3XUxXmuRsKJAmzCUrBwKR4,False,2020-08-05,0.686,0.456,0,-7.81,1,0.234,0.662,8.93e-06,0.357,0.569,96.889,93871,3
1839,2d3QlXE6FXFDeodiS66yjM,Weekend Friend,Weekend Friend,1U2tk4b49drBLpt9GJ9kPc,False,2019-01-19,0.409,0.594,1,-9.725,1,0.031,0.032,0.0391,0.0904,0.212,110.187,209455,4
1840,4HfLQJtVT1KiX1eVedDyTm,Alaska,Heard It In A Past Life,5AHWNPo3gllDmixgAoFru4,False,2019-01-18,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,4
1841,51Grh1RyUDcMBbpuyUIUHI,rises the moon,recently,295qW3R6DSM1WfePwUpgux,False,2019-04-10,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929,3
1842,4zMmqb0pYwX6b0qc0slCoT,Only Child,Only Child,0vioXPjQ9v9dSkzw5xHrTQ,True,2019-02-19,0.826,0.365,1,-7.024,1,0.0412,0.849,3.8e-06,0.186,0.802,85.244,239324,4
1843,0YMe6PHRbeDcN7KJdCG0bW,The Dress,Absolutely,4E691gbRgo2Zb6ToII2DWO,False,2021-11-05,0.747,0.531,8,-5.99,1,0.0477,0.266,1.8e-06,0.192,0.785,88.009,184768,4
1844,0nsIevK1SeDfZzDOi6Si75,Crush,Inbred,013WXRAOja0kZ6gnlTCwJ5,True,2021-04-23,0.529,0.356,4,-10.942,1,0.0288,0.0276,0.0,0.108,0.223,94.952,204318,4
1845,2E1eJCNpEniIB1NsDqyGzR,"love, or the lack thereof",evil twin,0veq4sEuFjopH21yI3u7QH,False,2021-02-19,0.686,0.677,1,-7.064,1,0.162,0.153,0.0,0.0906,0.365,114.988,187800,4
1846,5meVa5klVlJalupZTvv5XX,21,minor,2UZw04wDxLVceADw2Gi1Qy,False,2020-07-14,0.759,0.665,2,-6.338,1,0.0861,0.494,0.0,0.109,0.391,125.056,185173,4
1847,4gwltSjdrzKtKz9dlk2Wja,Stella Brown,Stella Brown,5eCpoxWpC7zBCXLDbVyIzc,False,2020-04-03,0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,187415,4
1848,6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,GINGER,1jToVugwBEzcak8gJNZG2f,True,2019-08-23,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4
1849,4rCKRVJZKVysScn2piDuOT,Something For Your M.I.N.D.,Superorganism,15TFB6uLZlb3gnCysRrLix,False,2018-03-02,0.698,0.542,2,-4.317,1,0.131,0.132,0.00117,0.199,0.664,140.096,165391,4
1850,12jmugLskEWmYRLKYfMNSk,I'm Just Snacking,I'm Just Snacking,1OxhOd3oy8xQJ818M3mQS2,False,2017-05-17,0.616,0.476,8,-7.351,0,0.029,0.137,4.26e-06,0.235,0.379,127.982,198117,4
1851,5EV4bGHxVN0kHpcAFvgnTt,"Dance, Baby!",Roy Pablo,1D3JNjKm7QRaHcIBzv0Xdn,False,2017-05-19,0.602,0.601,9,-8.521,1,0.0411,0.037,0.0046,0.312,0.856,122.017,198000,4
1852,7FjIYiD53wxlQmzTT6Wdpf,space girl,space girl,2kTyJsKMpVKd3dv87ePucD,False,2020-03-27,0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,231440,4
1853,5Yx9t9RgATAtYoHN8gbRM0,Fool,Next Thing,0vhRTvVCv9O5orRMgFjxT1,False,2016-04-01,0.511,0.435,9,-10.254,1,0.0408,0.301,8.2e-05,0.255,0.343,120.207,124022,4
1854,1HHIv96gVeVkoOBzQeH9d8,Too Good,Collapsed In Sunbeams,42joEEymK7EIHODfNB4yug,False,2021-01-29,0.718,0.772,5,-5.155,0,0.0529,0.298,0.0,0.337,0.843,95.917,221000,4
1855,1ahzHj4rfljE8w4ZwpEjOM,A Little While,Harmless Melodies,5CPwacWmIAaA5DLUq7EHUC,False,2016-11-18,0.577,0.604,3,-7.84,0,0.0332,0.182,0.00211,0.205,0.351,99.997,318147,4
1856,7DYkWTA0ckaqm2MFfAIlQr,Ne Me Quitte Pas (Don't Leave Me),Hold Space For Me,4Y9r8QQYroasHOYHUwCeSB,True,2020-03-27,0.617,0.5,6,-5.747,1,0.034,0.386,0.00521,0.107,0.516,90.026,168747,4
1857,6GUQaa74JUSziJ9TT29Ghg,Big Wheel,The Baby,7faAwJDTt9Y8kVAcSHy9Y6,True,2020-08-28,0.553,0.512,5,-7.759,1,0.0465,0.569,3.87e-05,0.107,0.259,94.96,195773,4
1858,77iRifbhkJGvGBBRNykUwN,Suddenly,The End Of Comedy,7sE5BL81qaw47AiiH9rV2H,False,2016-09-09,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,197040,4
1859,6uuBSo3wXnosEWVXRzZDTf,Nice Boys,Care,2oMgmFgwsFMrWJFL4WJ14G,False,2017-01-11,0.557,0.672,2,-10.802,1,0.104,0.478,0.803,0.223,0.324,75.108,180800,4
1860,0yiJNNm39cp1T7RnXOMVLX,Ferris Wheel,Free Love,2KAPJ40On8JY1Yt64JJgTk,False,2020-09-25,0.836,0.74,9,-4.77,0,0.057,0.0622,0.0034,0.121,0.445,101.986,177920,4
1861,4qbEaaJ29p32GI8EWQmm6R,dumb dumb,the rainbow cassette,7uzmNefPoRgc5Pi9DS00CC,False,2021-08-25,0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,125256,4
1862,3qiX7QXv6w6y4wsr5KP6U1,Sea Sick,Sea Sick,1XQYd61d9bQA3ba5xUrhKB,False,2019-09-05,0.817,0.577,6,-8.63,0,0.0658,0.117,0.000366,0.183,0.928,112.025,130714,4
1863,0KyAGiNGUytG5JLxJu4F6l,Pretty Girl,Pretty Girl,3nkwKrSQJ9l84VV8uuymk9,False,2017-08-04,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,178352,4
1864,2u4XZR5A8cRPTPxBLJbAFC,prom dress,the masquerade,7uao4FMrfz8x7lYFrOJb6C,False,2019-09-17,0.56,0.674,10,-6.048,1,0.0446,0.697,0.0,0.123,0.421,119.943,197933,4
1865,35Ki1lvKPC2sFBD3GmKdRG,Televised,Windows I,3veiAKm8GGN4fhcfh58PBr,False,2017-05-26,0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,194717,4
1866,65j65yDSE06CNKAPjsHoJt,Was It Something I Said,Was It Something I Said,6MIBfXSkuo1F9fiNVCBsZH,False,2019-07-26,0.587,0.724,6,-6.775,1,0.0321,0.618,0.000166,0.157,0.837,106.994,220588,4
1867,63bAGRSSX2V1hhPSP2NpBC,North Face,Analogue,1SgtXskC74No0x9a9iDlfw,True,2018-04-06,0.802,0.382,10,-7.356,1,0.0312,0.792,0.163,0.0783,0.581,99.969,196800,4
1868,3f9Mzvd3URfbbIJBX4pz9Z,Phone Numbers,Phone Numbers,6RhSCF1Z3g95Q1rZWqpUdT,True,2019-07-04,0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,146827,4
1869,5Ju9aLa212eAILfl5sWkjc,Ugotme,Stereo,1DEqCWbOzKMhxRoTPz21Ht,False,2018-05-30,0.782,0.494,0,-1.458,1,0.0337,0.454,6.1e-05,0.134,0.402,65.832,127273,4
1870,0PiSok4AgEcnVSWSGiz86p,Lullaby,Janky Star,0sZHIgeXLGWrYZasMrNKTl,False,2022-06-10,0.79,0.79,8,-3.64,1,0.0395,0.025,3.81e-05,0.112,0.879,120.018,186867,4
1871,5JRMqkR82k2fdDEAim9SCN,Peach,ARIZONA BABY,6wi40lIjhukePWyXRKY7qO,True,2019-04-25,0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-06,0.107,0.421,131.895,176732,4
1872,6MYJv37Mpj5njLLbxKWNun,Crush,Bad Ideas,39y7WSuhOKLmxWP7ElwWFl,False,2019-10-25,0.91,0.402,1,-9.55,1,0.0857,0.0297,0.00018,0.0801,0.825,135.993,216267,4
1873,45StvejYUdIsyUwqdZ7iJM,Y U Gotta B Like That,Y U Gotta B Like That,7ErSfjONTrLqmvrJanrtcK,False,2019-06-02,0.732,0.413,9,-6.353,1,0.0702,0.287,0.0,0.0565,0.761,92.066,154456,4
1874,30bqNfOgcJOw2EWJJl1w5J,Soft Spot,Super Monster,0QPFWBu8oVVNtekmNzlVvW,False,2021-02-12,0.56,0.544,10,-8.25,1,0.0284,0.394,5.02e-05,0.224,0.472,82.028,188098,4
1875,4gsR34XSIE2fUY4odwZqym,Seventeen,Seventeen,4BrJEabBSw59bwSjKZl25p,False,2016-08-05,0.612,0.725,7,-5.602,1,0.0416,0.305,0.0784,0.0548,0.333,146.008,225667,4
1876,7G7zCzvyqz39BFE7TqPM3O,All Your Love,All Your Love,1Z35j1egN42Xvtul5WRlu6,False,2017-01-27,0.568,0.587,11,-8.814,0,0.127,0.293,0.329,0.137,0.491,174.682,175241,4
1877,0vf2eBw2inhl8y61cYQMv2,Devil Town,Cavetown,0ZyaO9oGhq7blYJzo3l65t,False,2015-11-09,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,179955,4
1878,3Gxu9gAd5rXsnSS0rUpRAs,AMBER,HUES.,3BL9rMkgTK20yLu3zaeJGM,False,2021-09-17,0.881,0.758,8,-6.755,1,0.21,0.346,0.139,0.206,0.7,119.049,211865,4
1879,5qcwzdhDQjHjmu12gOLjY0,You,Pronounced McGee,25mNgv9kcDpET9UWcCxu16,False,2018-05-18,0.808,0.657,5,-6.67,1,0.298,0.526,0.00444,0.075,0.786,88.932,310597,4
1880,4PevTpnIWy2D1wIQZY3MmX,Cool,Little World,6lgoRsGfUzLfxi41XA97C1,False,2017-06-16,0.729,0.678,7,-6.162,1,0.223,0.295,0.0,0.605,0.895,93.983,125236,4
1881,3wO7lEbQYuxxEXmwfk335E,Way to be Loved,Picture You Staring,4z3LIKiUlP8T192JheUI1U,False,2014-09-02,0.582,0.515,11,-9.283,0,0.0578,0.608,0.000641,0.0931,0.603,115.732,263397,4
1882,7pADtei8K3suMQlLBxR4iw,When U Loved Me,When U Loved Me,6ob1fJyKwsUIIoyjz8PL0w,False,2019-07-10,0.739,0.324,8,-13.088,1,0.0424,0.673,0.0855,0.296,0.739,79.011,191147,4
1883,6Qmqjy6RbsHwc6nZCzJBkj,Social Sites,Social Sites,5yV0XjLBcR7uKsGvruSbRm,True,2016-10-24,0.437,0.612,4,-4.554,0,0.0492,0.124,0.0,0.22,0.223,122.632,289309,4
1884,4RGWHfQeJftd5XrP8JUgFj,Metamodernity,Metamodernity,1lgZZELIZZwafQJDycr47q,False,2019-06-11,0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,162663,4
1885,6F4wJfuyZ6ll32J0XVispM,That I Miss You - Instrumental Tape Bounce,Silver Lake Listening Companion,0l1A462jfLO3ZYWMzZcZH0,False,2023-03-15,0.727,0.789,4,-7.943,1,0.0375,0.918,0.936,0.142,0.886,115.57,141101,4
1886,0T3pyPYtHAsxIRymAZsTkX,(Only) About Love - Demo,Demo(s) About Love,5UKnaQgCIvxazD380S0dyZ,False,2021-08-27,0.711,0.514,1,-10.565,0,0.0342,0.104,0.12,0.132,0.588,130.047,258000,4
1887,4A83pTZrdDf37GMuSCEQTk,When My Life Is Over,When My Life Is Over,1Hv1vXizmJDJ0G8Fi9HF6G,False,2020-09-22,0.47,0.154,9,-20.207,1,0.0389,0.814,0.135,0.0967,0.0574,143.397,140677,4
1888,5Oy3MvisFnvTBCQsABK4VX,wasted affairs,Long Nights and Wasted Affairs,2YKrT7Izbd8U5muoR0ZNaL,False,2023-05-12,0.45,0.909,1,-5.956,0,0.0555,0.0563,0.00084,0.158,0.148,99.977,169148,4
1889,1fvfajNL5FR7EbmeVnjbkN,Candy Wrappers,Happy Camper,5Aj6dbpCHryCIB9n2pqmwG,False,2018-09-28,0.722,0.509,5,-9.391,1,0.0352,0.667,0.0147,0.261,0.493,95.002,192867,4
1890,6xJSVfI6xi51iJrbm9KjXb,Telephone,Telephone,4cRS0UJnh5r0Mj96l70Twb,False,2018-12-14,0.575,0.518,11,-8.933,1,0.0282,0.284,0.938,0.104,0.439,124.029,209274,4
1891,2vfPsGhqMbqmhjMGQ52dYf,Locket,Locket,4pKJ14jcQKqko0cVBYoeWR,False,2017-06-23,0.393,0.481,1,-10.458,1,0.0273,0.759,0.725,0.0869,0.0773,98.463,318379,4
1892,7mwLlFNlWD4AOFoxPJTPwn,Speed Racer,Songs of Her's,03gwRG5IvkStFnjPmgjElw,False,2017-05-12,0.551,0.959,6,-2.497,0,0.0463,0.0102,0.325,0.0463,0.971,92.487,151722,4
1893,7xLfmCx9jcZNgzlIK7NupN,Stress Relief,Am I sinking or Am I swimming?,0mPKxIXNf7okZAFkCTMZlV,False,2021-09-17,0.519,0.666,8,-7.576,1,0.0318,0.0108,0.000623,0.0781,0.603,139.94,205714,4
1894,6AhGZNhueNEHWS3GZTCZus,Halcyon Age - Remix,Halcyon Age (Remix),4Fg9rWBfwH4oeKbYi1AWU9,False,2017-12-29,0.664,0.463,1,-10.307,0,0.155,0.215,0.0764,0.11,0.487,104.593,202245,4
1895,5H8BPBnmDDeocTGbwCmYWm,Drip,Drip,2Qvqvah3RapVSFHtT9nhR3,False,2018-11-08,0.734,0.385,2,-9.668,0,0.0312,0.585,0.222,0.0991,0.616,120.016,195755,4
1896,5jSBnH9NyaNP5zdSB3pwgu,Gimme Love,Nectar,6YKk4wlKdACRITGKmGnoIm,False,2020-09-24,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3
1897,1mfxGZH9mNpcJrRlxvKIGj,Brown Study,Angel Youth,7CESHttY9U97FElD5JAXSW,False,2018-04-26,0.32,0.733,5,-7.924,0,0.0511,0.284,0.773,0.665,0.392,150.286,197865,4
