,id,songName,albumName,albumID,explicit,releaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumental,liveness,valence,tempo,duration_ms,time_signature
657,3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),Ocean (feat. Khalid),1XQ6XbZ6ZM1V5iEtWlYDeH,False,2018-06-15,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4
658,7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Body (feat. brando),7fesgWyA3ehM0OFK14B9xR,False,2017-10-27,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4
659,4E2s2lCNKxbWJMwHPMzOfq,Never Ever (feat. Sarah),LO LA RU,43nilC7YYYMJpPP2DmXGdR,True,2018-06-29,0.729,0.399,6,-7.159,0,0.04,0.398,0.0,0.124,0.239,111.893,199787,4
660,3BZkEOJwKUYRlkLWZB1izC,Fire,Reprisal,1BJ0H6MrMADSdqHm3aadbM,False,2018-05-11,0.679,0.69,1,-2.744,0,0.054,0.0256,8.92e-06,0.07,0.648,99.949,226350,4
661,1LwnqPolBLuhZKp8zAwaIz,Healing Hands,Ghosts & Heartaches,62FzbKWkbyfr6FdTjGAXUY,False,2018-05-17,0.672,0.764,0,-5.067,1,0.0678,0.127,0.0,0.0735,0.438,105.004,250821,4
662,0mdIIgjVubCqYTBdCpP5k9,Waiting,Waiting,0pVmkcWPDxd6tJNxm2F0yr,False,2018-07-18,0.783,0.465,4,-7.335,0,0.0471,0.344,0.0,0.0875,0.48,138.038,215688,4
663,4zIO3ilp5HvTeK3HJHxhMP,Natural,Natural,3rar7GKCodqR9GIIiNe75H,False,2018-07-17,0.448,0.612,2,-6.106,1,0.0708,0.216,0.0,0.08,0.213,97.773,189467,4
664,0YammaEkYSeo9vQYZ1OwS6,Say My Name,7,5rbJtzuXtpIP0Ykk7ewIit,False,2018-09-14,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947,4
665,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Love Someone,0JcMyAnJRTisEjYf9xEwkf,False,2018-09-07,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,4
666,2jt2WxXMCD4zjACthkJQVE,The Ringer,Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,True,2018-08-31,0.939,0.551,1,-9.126,1,0.291,0.0311,0.0,0.192,0.42,118.552,337941,4
667,4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),I Love It,185Tm1g5U7eMOrm3m9SQUh,True,2018-09-07,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,4
668,0Dn40gxVCMo5TkgS8Ik18Q,Falling Down - Bonus Track,Falling Down (Bonus Track),3J0AWftMu0tsXw22obufYn,True,2018-09-19,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
669,4ofwffwvvnbSkrMSCKQDaC,Shotgun,Staying at Tamara's,2NaulYO6lGXTyIzWTJvRJj,False,2018-03-23,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,201287,4
670,4T3fNx3CgwDRRYgmFCbD4J,Better,Better,6Nd4PYvQ7aYid1Gn6sWgeG,True,2018-09-14,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,229413,4
671,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,In My Mind,1c79SozES9Eb3Lzf9KVaIa,False,2018-06-08,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
672,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,True,2018-08-31,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4
673,15kQGEy89K8deJcZVFEn0N,This Feeling (feat. Kelsea Ballerini),Sick Boy...This Feeling,1KQiX6KfutAN1UEzZ4BK5Q,False,2018-09-18,0.539,0.651,1,-5.304,1,0.0432,0.0651,0.0,0.0662,0.474,105.159,199227,4
674,3u1S1OmAUhx5DRlLrXqyp3,Rise,Rise,3KjCdhPbjbLptyJzviKu4P,False,2018-05-25,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,194408,4
675,5WvAo7DNuPRmk4APhdPzi8,No Brainer,No Brainer,02drHFQa59AoJWU6DXSSjd,True,2018-07-27,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,5
676,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Scorpion,1ATL5GLyefJaxhQzSPVrLX,True,2018-06-29,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
677,1jo3TwNGCXfNdB5uba3ZVv,Killshot,Killshot,0RejlT9bmqcXGrqMaJRos0,True,2018-09-19,0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,253580,4
678,4OafepJy2teCjYJbvFE60J,breathin,Sweetener,3tx8gQqWbGwqIGZHqDNrGe,True,2018-08-17,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4
679,5Xn4IyTtW6FUGIUyWjbUHG,Goodbye (feat. Nicki Minaj & Willy William),Goodbye (feat. Nicki Minaj & Willy William),5dL5RSd455FewNptPgtBTS,False,2018-08-24,0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,195419,4
680,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),TESTING,3MATDdrpHmQCmuOcozZjDa,True,2018-05-25,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
681,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,Wake Up in the Sky,7mkyc2BUahNfo0orKzqNGB,True,2018-09-14,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4
682,6DCZcSspjsKoFjzjrWoCdn,God's Plan,Scorpion,1ATL5GLyefJaxhQzSPVrLX,True,2018-06-29,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
683,5OCJzvD7sykQEKHH7qAC3C,God is a woman,Sweetener,3tx8gQqWbGwqIGZHqDNrGe,True,2018-08-17,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
684,0TlLq3lA83rQOYtrqBqSct,Nonstop,Scorpion,1ATL5GLyefJaxhQzSPVrLX,True,2018-06-29,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
685,48zFZh27QU5qsrBjn4C2FA,Vaina Loca,Aura,0SukGZiXMtmsZoxstkBtNR,False,2018-08-24,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,176133,4
686,0Fpen1PTuEnCmOJtUU9Iud,New Patek,New Patek,64eE6FnNj7UJ9LEkN4EbvS,True,2018-09-18,0.85,0.785,8,-4.963,0,0.345,0.0367,0.0,0.155,0.718,145.063,343099,4
687,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),1q7a5wZeti0neU2jDn8Dz3,False,2018-05-17,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,4
688,3QybPutx0Tjk472bBKjNWn,Mo Bamba,Mo Bamba,5q8LsoYDea4MBBJ21vr0Ne,True,2017-09-19,0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,180898,4
689,3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,Te Boté (Remix),42wLKnuGyBLGWwH89lnimL,True,2018-04-13,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
690,5a8RPWgKSmcGBGcffmIrUi,Thunderclouds,Thunderclouds,6LK12zrllpjwB43YA4QX8d,False,2018-08-09,0.691,0.716,7,-5.985,1,0.0351,0.0085,9.06e-06,0.263,0.507,112.035,187027,4
691,04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),No Stylist,0DMvfJWc1DjSbmnJF1NW1o,True,2018-09-20,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172,4
692,7d6XJZjnm7iWcKwYL9z5kC,Noticed,Noticed,12jezmwBTps6BhsoESxeqG,True,2018-07-20,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4
693,5qFeMRz4TvetPmzjre9Dq7,No Es Justo,Vibras,5kprdYds6oZb4iSldfflOT,False,2018-05-25,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4
694,0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,True,2018-04-27,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
695,55S2PQgSMYAhgoTCcGCDfw,Youngblood,Youngblood,16Qs4jnIyXe7jprnMNRddy,False,2018-04-12,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
696,0b9oOr2ZgvyQu88wzixux9,This Is America,This Is America,7arx9qPJexCsDz67El4qvk,True,2018-05-06,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773,4
697,1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,Nice For What,1ZGxGu4fMROqmZsFSoepeE,True,2018-04-06,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926,4
698,2mdxJLJHzFmiiYdTZ8JcyH,I Fall Apart,Stoney,7J0uECwRkAFLiZljgYFq1w,True,2016-12-09,0.565,0.55,8,-5.357,0,0.0397,0.0782,0.0,0.196,0.302,143.927,223347,4
699,7wGoVu4Dady5GV0Sv4UIsx,rockstar,rockstar,4AabsQ6plH3OmdE6BWI04j,True,2017-09-15,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4
700,5UEnHoDYpsxlfzWLZIc7LD,River (feat. Ed Sheeran),Revival,15YmkgHUd5PAgvl1XI9SL5,True,2017-12-15,0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,221013,4
701,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,American Teen,6kf46HbnYCZzP6rjvQHYzg,False,2017-04-27,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4
702,3HVr6jTVwBHBa2flM0eURR,Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),10iHTF2aisP5CLUPH4jqVf,True,2017-06-15,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,4
703,5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),3smvpv7CdrhVcGYaNDLOqn,False,2017-04-17,0.694,0.815,2,-4.328,1,0.12,0.229,0.0,0.0924,0.813,88.931,228827,4
704,72Q0FQQo32KJloivv5xge2,I'm the One,I'm the One,7mRliFLzSnVPzjO0sSy3ar,True,2017-04-27,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,4
705,31c9IHwCIONmUYW0jL7Riz,HUMBLE.,HUMBLE.,745wm87LGZxRYeyGM0z96J,True,2017-03-31,0.907,0.591,1,-7.507,0,0.105,0.000359,2.81e-05,0.0897,0.418,149.992,177604,4
706,66yKv1kZIqfejvrLEGqTML,It's Gotta Be You,It's Gotta Be You,4zSLy4XMFXIMFa52jzoEdk,False,2016-11-21,0.322,0.733,8,-4.905,1,0.045,0.223,0.0,0.11,0.585,92.133,191433,4
707,7lQqaqZu0vjxzpdATOIsDt,Starboy,Starboy,4rnl39iMQXOYZcw9J7ml4y,True,2016-09-22,0.68,0.594,7,-7.021,1,0.28,0.159,2.35e-06,0.134,0.475,186.04,230467,4
708,4ZfpHQ2mkA4HYZtVWBfOCK,Set In Stone,Set In Stone,60xMsH43kSlsB7oy5bW5IO,False,2016-10-28,0.487,0.295,4,-8.302,1,0.0308,0.567,1.27e-05,0.102,0.0709,78.122,220958,4
709,0x4GHzCjY5MGQ960CHnVHz,In My Blood,In My Blood,6jzir5maJG4oVMFNrTLrJI,False,2016-06-10,0.538,0.809,7,-6.017,0,0.0505,0.00136,0.0,0.406,0.278,120.004,200480,4
710,1xznGGDReH1oQq0xzbwXa3,One Dance,Views,3hARKC8cinq3mZLLAEaBh9,False,2016-05-06,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987,4
711,7K5dzhGda2vRTaAWYI3hrb,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",09K53TLaJZ156prccNvwuS,False,2016-04-15,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,215414,4
712,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",us,3L0H4RjVXpEkwfDgi3XOdf,True,2016-03-25,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4
713,3aOOdPuYGCRzrFEiTXABEd,Never Be Like You,Never Be Like You,26lTvlkHEytQ6v6PxQ6qkY,True,2016-01-16,0.54,0.59,0,-4.359,1,0.0528,0.446,0.0,0.14,0.267,119.878,234910,4
714,14WWzenpaEgQZlqPq2nk4v,Work,ANTI (Deluxe),2JNVoEx4psIgNQyEExwQVn,True,2016-01-28,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4
715,6OZh916QF8XNunWaP97WEZ,Fast Car,Fast Car,5jfuIbTeaLhBZxsCVv3QyM,False,2015-12-04,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,212424,4
716,2GpHJb7xGNBaIDTrBxjIu6,Sorry,Sorry,7sIgLnbKhrEN5k0tbB7xbI,False,2015-10-23,0.665,0.759,0,-3.694,0,0.0399,0.0767,0.0,0.313,0.389,99.992,200787,4
717,1UfBAJfmofTffrae5ls6DA,Hotline Bling,Hotline Bling,2rTxwqA6v4lccbPKD31CQI,False,2015-07-31,0.893,0.639,2,-7.857,1,0.0549,0.00226,0.000315,0.0382,0.579,134.963,267024,4
718,0kN5Ohxu97lwdDmP5n7FZE,On My Mind,On My Mind,6VSR42i3ZkmXbpVHLjhJbo,False,2015-09-17,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4
719,3DnzEB8Ffnp5sjnCbOugUX,Perfect,Perfect,6jounr3SZ2ik5hDNmD3sYB,False,2015-10-16,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4
720,0lLDaAdXcjOQ7Mf2NXzXay,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",3MVL172L0WhFYwG9wvEyFr,True,2015-08-27,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,292593,4
721,22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,How Deep Is Your Love,3cG32DOXJoYlOHMmJIaQsm,False,2015-07-17,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4
722,3icbmPGKTsKAa0IinkizCM,That's How You Know (feat. Kid Ink & Bebe Rexha),That's How You Know (feat. Kid Ink & Bebe Rexha),7skmxw0M4VQMZwY4lICAHl,True,2015-07-17,0.769,0.437,1,-6.406,1,0.0363,0.44,0.0,0.116,0.737,103.921,186443,4
723,1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,4JBZ0QHveEpESepanNBG8A,True,2017-06-22,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,4
724,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Jungle Rules,4c2p3TdN7NcQfCXyueCNnC,True,2017-07-14,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
725,3A7qX2QjDlPnazUsRk5y0M,2U (feat. Justin Bieber),2U (feat. Justin Bieber),1PZviVfBJJxNw5EtAwzdUu,False,2017-06-09,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,194897,4
726,3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,4JBZ0QHveEpESepanNBG8A,True,2017-06-22,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,4
727,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,True,2017-06-30,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4
728,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,Strip That Down,2mnDyPSNM02LMvniaMWnLl,False,2017-05-18,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502,4
729,0tKcYR2II1VCQWT79i5NrW,Thunder,Evolve,5GlPAy2PRJW06GVFhKwGTl,False,2017-06-23,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,187147,4
730,0NiXXAI876aGImAd6rTj8w,Mama,Jonas Blue: Electronic Nature - The Mix 2017,0zMLyv1kNV2B0LDGEK2RbB,False,2017-07-14,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,181615,4
731,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Illuminate (Deluxe),5yYFrOnqG8cEciKnsxHz2r,False,2017-04-20,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,4
732,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),2e5CxfyEwBW115beiwh7Mc,True,2017-02-23,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4
733,25C5CowdsfXld2jJanbiex,Sorry Not Sorry,Sorry Not Sorry,04IMrSQ7UxeYBDWAUf5HMc,True,2017-07-11,0.701,0.638,11,-6.889,0,0.238,0.0252,0.0,0.256,0.868,144.084,203760,4
734,0XLOf9LhyazPX9Ld8jPiUq,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),5EyHUMTzKoo7in8U4EfYjY,False,2017-07-13,0.708,0.61,2,-4.522,1,0.0574,0.0204,4.45e-06,0.0641,0.305,123.038,186113,4
735,2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,XO TOUR Llif3,4CZVGlURM8vncG4ftZULTS,True,2017-03-24,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
736,6jA8HL9i4QGzsj6fjoxp8Y,There for You,There for You,0OK35duHpTPnvqya2d4pnn,False,2017-05-26,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904,4
737,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,False,2017-04-07,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
738,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Stoney (Deluxe),5s0rmjP8XOPhP6HhqOhuyC,True,2016-12-09,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
739,167NczpNbRF7oWakJaY3Hh,Slow Hands,Slow Hands,7BJ02LuWRn3RH7yDHZAJr2,False,2017-05-04,0.728,0.426,0,-6.69,1,0.0509,0.0142,0.0,0.0546,0.844,85.908,188174,4
740,4c2W3VKsOFoIg2SFaO6DY5,Your Song,Your Song,6lrm01OVZZVmarH2XLSAXZ,False,2017-05-25,0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959,180757,4
741,5EnYT6F7wEcdege6mDHEfO,Signs,Signs,3uEKk8SgHg0xogR2iRKjrK,False,2017-06-23,0.801,0.727,0,-4.687,1,0.0606,0.0864,0.00406,0.112,0.218,107.371,234373,4
742,1sCxVKWImDZSZKvG0U9B23,Bad Liar,Bad Liar,1nIz2JbAAL6wK0HS6Wb9aC,False,2017-05-18,0.953,0.41,1,-6.543,1,0.0705,0.175,0.0,0.0768,0.718,121.074,214648,4
743,7tr2za8SQg2CI8EDgrdtNl,Slide (feat. Frank Ocean & Migos),Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,True,2017-06-30,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4
744,0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Stay,0VMGOBhLrC5Q2bfZnrocVN,False,2017-02-23,0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013,210091,4
745,3kxfsdsCpFgN412fpnW85Y,Redbone,"""Awaken, My Love!""",4xnq1L6P551Qcb9gBXNMK7,True,2016-12-02,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,326933,4
746,6I9VzXrHxO9rA9A5euc8Ak,Toxic,In The Zone,0z7pVBGOD7HCIB7S8eLkLI,False,2003-11-13,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
747,2gam98EZKrF9XuOkU13ApN,Promiscuous,Loose,2yboV2QBcVGEhcRlYuPpDT,False,2006-01-01,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,4
748,49FYlytm3dAAraYgpoJZux,Umbrella,Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,False,2008-06-02,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
749,0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),Dangerously In Love,06v9eHnqhMK2tbM2Iz3p0Y,False,2003-03-10,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,235933,4
750,0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Love Angel Music Baby,34y7m68F7rN9ou6m5GWohR,True,2004-11-22,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,4
751,7k6IzwMGpxnRghE7YosnXT,Me & U,Cassie (U.S. Version),0j1qzjaJmsF1FkcICf3hRu,False,2006-08-07,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213,4
752,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,Shock Value,4BxB8U8QgpR4UCvJ0moj8Z,False,2007-01-01,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4
753,7uKcScNXuO3MWw6LowBjW1,"One, Two Step (feat. Missy Elliott)",Goodies,71gUhKYZIWmmjqAHlY4Br3,False,2004-09-27,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,4
754,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,The Fame,1qwlxZTNLe1jq3b0iidlue,False,2008-01-01,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4
755,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,False,2008-06-02,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4
756,4N0tDOF2bo9JEpSqLNlpjq,Glamorous,The Dutchess,2knAf4wg8Gff8q1bXiXCTz,True,2006-09-13,0.811,0.757,0,-6.447,1,0.23,0.298,0.0,0.103,0.565,130.993,246600,4
757,3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,False,2009-01-01,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
758,2ygMBIctKIAfbEBcT9065L,Pump It,Monkey Business,6VsJamdhvYKcnpwHAKULI0,True,2005-01-01,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,213067,4
759,4Rwdno00HS4NvJkoCpqKJj,VooDoo,VooDoo,2kbXBhD5y7YE1UaCYQbQKh,False,2023-08-11,0.756,0.857,0,-2.662,1,0.239,0.146,0.0,0.62,0.664,103.094,126990,4
760,4x2rgtSFOI4hRvEvDj02KP,If It's Lovin' That You Want,Music Of The Sun,4FyGpObwABjn0o8Tdp7AZz,False,2005-08-29,0.745,0.694,8,-7.519,1,0.128,0.0962,0.0,0.0454,0.74,95.924,208107,4
761,6ic8OlLUNEATToEFU3xmaH,Gimme More,Blackout,1ePkYcH5ZQCb1b4tQeiEDj,False,2007-10-25,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4
762,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Speakerboxxx/The Love Below,1UsmQ3bpJTyK6ygoOOjG1r,False,2003,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4
763,67yFYsCiingPRURCfOIvwo,Tick Can Tock,Can't Kill a Dame With Soul,2jraQAZSo5h3OGp93nCfgm,False,2011,0.813,0.566,9,-8.162,1,0.272,0.0882,0.000199,0.0855,0.51,96.977,270680,4
764,1KGi9sZVMeszgZOWivFpxs,No Scrubs,Fanmail,1CvjjpvqVMoyprsf74bpYW,False,1999-02-23,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4
765,3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Let Me Love You,7EXstuWka51pNFzEAidEol,False,2004-09-21,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4
766,2aI21FnmY7TJVKeMaoQZ0t,Say It Right,Loose,2yboV2QBcVGEhcRlYuPpDT,False,2006-01-01,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,4
767,2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,iSouljaBoyTellem,2zwyBK8ea29FqWuY8IiRJu,False,2008-01-01,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4
768,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,PCD,53zV9rZ5yfWgigsmuJtYpG,False,2005-01-01,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.003,272080,4
769,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,...Baby One More Time (Digital Deluxe Version),3WNxdumkSMGMJRhEgK80qx,False,1999-01-12,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
