,id,songName,albumName,albumID,artist,genre,explicit,releaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumental,liveness,valence,tempo,duration_ms,time_signature
0,56v8WEnGzLByGsDAXDiv4d,ETA,NewJeans 2nd EP 'Get Up',4N1fROq2oeyLGAlQ1C1j18,NewJeans,"['k-pop', 'k-pop girl group']",False,2023-07-21,0.812,0.749,10,-6.389,0,0.0397,0.108,0,0.0599,0.841,134.971,151373,4
